airline,aircraft_type,raw_data
ЧукотАВИА,MI8_VILLAGES,72 | АД 47АМИ-8 | Певек – Биллингс – Мыс Шмидта | Июль | 01 | по датам: 1 рейс | ПЕВ 1000 БИЛ 1125/1145 ШМД 1315
ЧукотАВИА,MI8_VILLAGES,73 | АД 48АМИ-8 | Мыс Шмидта – Биллингс – Певек | по датам: 1 рейс | ШМД 1345 БИЛ 1515/1535 ПЕВ 1700
ЧукотАВИА,MI8_VILLAGES,74 | АД 90МИ-8 | Кепервеем – Певек | ЯнварьФевральМартАпрельМайИюньИюльАвгустСентябрьОктябрьНоябрьДекабрь | 13 2810 2410 24 311404 1802 16 3014 2811 2508 2206 2010 2508 22 | по датам: 25 рейсов | КПМ 1000 ПЕВ 12:10
ЧукотАВИА,MI8_VILLAGES,75 | АД 89МИ-8 | Певек – Кепервеем | ЯнварьФевральМартМай | 282424 3104 | по датам: 5 рейсов | ПЕВ 1240 КПМ 1450
ЧукотАВИА,MI8_VILLAGES,ЯнварьФевральМартАпрельМайИюньИюльАвгустСентябрьОктябрьНоябрьДекабрь | 151212162103 1802 16 2913 2710 2308 2112 2610 23 | по датам: 20 рейсов | ПЕВ 1000 КПМ 1210
ЧукотАВИА,MI8_VILLAGES,76 | АД 65ВМИ-8 | Кепервеем – Анюйск | МайИюньИюльАвгустСентябрьОктябрьНоябрь | 14 2809 2309 2306 2003 180105 | по датам: 12 рейсов | КПМ 1000 АЮЙ 1120
ЧукотАВИА,MI8_VILLAGES,77 | АД 66ВМИ-8 | Анюйск – Кепервеем | по датам: 12 рейсов | АЮЙ 1140 КПМ 1300
ЧукотАВИА,MI8_VILLAGES,78 | АД 65МИ-8 | Кепервеем-Островное-Анюйск | При необходимости совмещения рейсов АД 65В/66В и АД   65А/66А | КПМ 1000 ОСГ 1045/1105 АЮЙ 1140
ЧукотАВИА,MI8_VILLAGES,79 | АД 66МИ-8 | Анюйск-Островное-Кепервеем | АЮЙ 1200 ОСГ 1235/1255 КПМ 1340
ЧукотАВИА,MI8_VILLAGES,80 | АД 69МИ-8 | Кепервеем – Бургахчан – Каэттын – Омолон | ЯнварьМартАпрельМайИюльАвгустСентябрьОктябрьНоябрь | 1216 2020251310141230 | по датам: 10 рейсов | КПМ 1000 БРЧ 1120/1140 КЭТ 1220/1240 ООЛ 1340
ЧукотАВИА,MI8_VILLAGES,81 | АД 70МИ-8 | Омолон – Каэттын – Бургахчан–Кепервеем | МартМайИюльСентябрь | 16 20251314 | по датам: 5 рейсов | ООЛ 1410 КЭТ 1510/1530 БРЧ 1610/1630 КПМ 1750
ЧукотАВИА,MI8_VILLAGES,ФевральИюньНоябрь | 161503 | по датам: 3 рейса | ООЛ 1255 КЭТ 1355/1415 БРЧ 1455/1515 КПМ 1635
ЧукотАВИА,MI8_VILLAGES,82 | АД 71МИ-8(DHC-6)(АН-24)(АН-26) | Кепервеем- Омолон | ЯнварьФевральМартАпрельМайИюньИюльАвгустСентябрьОктябрьНоябрьДекабрь | 26160201 09 271305 15 2406 2203 1701 2102 2603 1917 | по датам: 21 рейса | КПМ 1000 ООЛ 1225
ЧукотАВИА,MI8_VILLAGES,83 | АД 72МИ-8(DHC-6)(АН-24)(АН-26) | Омолон-Кепервеем | ЯнварьМартАпрельМайИюньИюльАвгустСентябрьОктябрьНоябрьДекабрь | 260201 09 271305 2406 2203 1701 2102 261917 | по датам: 18 рейсов | ООЛ 1255 КПМ 1520
ЧукотАВИА,MI8_VILLAGES,ЯнварьАпрельАвгустОктябрьНоябрь | 1220101230 | по датам: 5 рейсов | ООЛ 1410 КПМ 1635
ЧукотАВИА,MI8_VILLAGES,84 | АД 67МИ-8(DHC-6) | Кепервеем-Илирней | ЯнварьФевральМартАпрельМайИюньИюльАвгустСентябрьОктябрьНоябрьДекабрь | 16051703 1707 2208 2508 2305 2002 251502 1701 25 | по датам: 20 рейсов | КПМ 1000 ИЛИ 1100
ЧукотАВИА,MI8_VILLAGES,85 | АД 68МИ-8(DHC-6) | Илирней-Кепервеем | по датам: 20 рейсов | ИЛИ 1120 КПМ 1220
ЧукотАВИА,MI8_VILLAGES,86 | АД 65АМИ-8 (DHC-6) | Кепервеем- Островное | АпрельМайИюньИюльАвгустСентябрьОктябрьНоябрь | 2214 2809 23090603 1801 2205 | по датам: 12 рейсов | КПМ 1000 ОСГ 1045
ЧукотАВИА,MI8_VILLAGES,87 | АД 66АМИ-8 (DHC-6) | Островное-Кепервеем | по датам: 12 рейсов | ОСГ 1105 КПМ 1150
